ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
8003806,0.0835,0.00022781,4.2123054,0.584173,0.29129936,OR1D4///OR1D5///OR1D2,olfactory receptor family 1 subfamily D member 4 (gene/pseudogene)///olfactory receptor family 1 subfamily D member 5///olfactory receptor family 1 subfamily D member 2
8170906,0.0835,0.00023765,-4.1968206,0.547328,-0.39208258,FAM50A,family with sequence similarity 50 member A
7934326,0.0835,0.00024129,-4.1912472,0.534072,-0.40094033,MRPS16,mitochondrial ribosomal protein S16
7964535,0.0835,0.0002434,4.1880536,0.526477,0.26411306,CYP27B1,cytochrome P450 family 27 subfamily B member 1
7912638,0.0835,0.00024357,4.1877984,0.52587,0.18536632,TMEM51-AS1,TMEM51 antisense RNA 1
8150599,0.0835,0.00024389,-4.1873176,0.524727,-0.43480622,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide"
7912198,0.0835,0.00024855,-4.1803724,0.508214,-0.85043173,ENO1,enolase 1
8105583,0.0835,0.00025024,4.1778908,0.502314,0.28257399,,
8114618,0.0835,0.00025151,-4.1760364,0.497906,-0.50709735,NDUFA2,NADH:ubiquinone oxidoreductase subunit A2
8171802,0.0835,0.00025243,-4.1746844,0.494693,-0.602816,ACOT9,acyl-CoA thioesterase 9
8179313,0.0839,0.00025662,4.1686466,0.480344,0.33209195,C6orf25,chromosome 6 open reading frame 25
8142446,0.0847,0.00026227,4.1606592,0.461366,0.35549907,,
7897422,0.0856,0.0002678,4.1530042,0.443184,0.2571832,,
8038246,0.0862,0.0002727,4.1463348,0.427347,0.49625847,TULP2,tubby like protein 2
8104449,0.0862,0.00027602,-4.1418891,0.416793,-0.38418622,CCT5,chaperonin containing TCP1 subunit 5
7913185,0.0867,0.00028337,4.1322375,0.393886,0.45520143,,
8066266,0.0867,0.00028613,4.1286811,0.385448,0.41124756,MAFB,MAF bZIP transcription factor B
7942989,0.0867,0.00028986,4.123914,0.374139,0.2600898,,
7992865,0.0867,0.000293,4.1199574,0.364754,0.43548207,OR1F2P,olfactory receptor family 1 subfamily F member 2 pseudogene
8088844,0.0867,0.00029336,4.1195076,0.363687,0.57445836,,
7899737,0.0867,0.00029589,-4.1163516,0.356203,-0.41182745,EIF3I,eukaryotic translation initiation factor 3 subunit I
7962792,0.0871,0.00030691,4.1028988,0.324311,0.31812199,OR10AD1,olfactory receptor family 10 subfamily AD member 1
7974914,0.0871,0.00030818,4.1013795,0.320711,0.2966269,,
8073457,0.0871,0.00031055,-4.098565,0.314041,-0.40532374,XRCC6,X-ray repair cross complementing 6
8174105,0.0871,0.00031589,4.0922832,0.299158,0.23020166,NXF5,nuclear RNA export factor 5
7955963,0.0871,0.00031764,4.0902484,0.294338,0.22970266,MUCL1,mucin like 1
7984155,0.0871,0.00032242,-4.0847606,0.281341,-0.24971898,SNX1,sorting nexin 1
8115838,0.0871,0.00032562,4.0811177,0.272715,0.46778655,,
8096568,0.0871,0.00032677,4.0798171,0.269636,0.12074772,C4orf17,chromosome 4 open reading frame 17
8144496,0.0871,0.00032948,4.0767743,0.262432,0.35006467,LOC650293///OR7E125P///OR7E5P///OR7E91P///OR7E2P,seven transmembrane helix receptor///olfactory receptor family 7 subfamily E member 125 pseudogene///olfactory receptor family 7 subfamily E member 5 pseudogene///olfactory receptor family 7 subfamily E member 91 pseudogene///olfactory receptor family 7 subfamily E member 2 pseudogene
8178586,0.0871,0.00033241,4.0735212,0.254732,0.30600485,LY6G6C,"lymphocyte antigen 6 complex, locus G6C"
7930304,0.0871,0.00033331,-4.0725192,0.25236,-0.50384091,GSTO1,glutathione S-transferase omega 1
8110347,0.0871,0.00033395,4.0718129,0.250688,0.22935198,SLC34A1,solute carrier family 34 member 1
8149279,0.0877,0.0003403,4.0648717,0.234263,0.22034937,,
8007530,0.0877,0.00034356,4.06136,0.225955,0.3695576,C17orf105,chromosome 17 open reading frame 105
8005225,0.0877,0.00034536,4.05944,0.221413,0.72377753,USP32P1,ubiquitin specific peptidase 32 pseudogene 1
7952185,0.0896,0.00036145,-4.0426505,0.181715,-0.34130097,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
8172580,0.0896,0.00036536,4.0386785,0.172328,0.19282442,CACNA1F,calcium voltage-gated channel subunit alpha1 F
8114080,0.0896,0.00036896,4.0350613,0.163781,0.67073451,GDF9,growth differentiation factor 9
7938286,0.0896,0.00037236,-4.0316741,0.155779,-0.24035953,RPL27A,ribosomal protein L27a
8127637,0.0896,0.00037277,-4.0312694,0.154823,-0.46050322,TMEM30A,transmembrane protein 30A
8007355,0.0896,0.00037638,-4.02771,0.146416,-0.51868472,VPS25,vacuolar protein sorting 25 homolog
8094686,0.0896,0.00038533,4.0190333,0.125927,0.2205194,,
8042825,0.0896,0.00038827,4.0162323,0.119315,0.23606234,,
8095299,0.0896,0.00038937,4.0151783,0.116827,0.54640512,,
8110585,0.0896,0.00038996,4.0146239,0.115519,1.11285011,,
8095251,0.0896,0.00039032,4.014279,0.114704,0.21614093,THEGL,theg spermatid protein-like
8044572,0.0896,0.00039166,4.0130159,0.111723,0.24051362,,
7897404,0.0896,0.00039387,-4.0109388,0.106821,-0.31973754,PARK7,Parkinsonism associated deglycase
8145942,0.09,0.00039884,4.0063059,0.09589,0.52836731,LETM2,leucine zipper and EF-hand containing transmembrane protein 2
8045497,0.09,0.00040488,4.0007531,0.082791,0.28802833,,
8009761,0.09,0.00040506,-4.0005902,0.082406,-0.35001168,NUP85,nucleoporin 85
7906069,0.0907,0.00041378,3.992713,0.06383,0.19902597,RXFP4,relaxin/insulin like family peptide receptor 4
8023216,0.0907,0.00041447,3.9920947,0.062373,0.22976911,,
8042413,0.0916,0.0004221,3.9853533,0.046482,0.26330539,PROKR1///PROKR1,prokineticin receptor 1///prokineticin receptor 1
8076436,0.0943,0.00043784,3.9718033,0.014559,0.41213096,TCF20,transcription factor 20
8079630,0.0946,0.00044533,-3.9655268,-0.000221,-0.25499306,TMA7,translation machinery associated 7 homolog
8174933,0.0946,0.0004459,3.9650524,-0.001338,0.19579925,,
8170159,0.0955,0.00045352,3.9587788,-0.016105,0.18770577,BRS3,bombesin receptor subtype 3
8000897,0.096,0.00045905,3.954289,-0.02667,0.41712381,,
7975851,0.097,0.00047265,-3.9434779,-0.0521,-0.45430223,IFT43,intraflagellar transport 43
8071332,0.097,0.00047345,-3.9428488,-0.053579,-0.55579595,RANBP1,RAN binding protein 1
8116346,0.097,0.00047401,3.9424105,-0.05461,1.14710456,,
7899882,0.0984,0.00048467,3.9341627,-0.073999,0.21501104,,
8133112,0.0986,0.00049504,3.9263115,-0.092447,0.18946248,LOC84214,uncharacterized LOC84214
7935114,0.0986,0.00049588,3.9256845,-0.09392,0.37348337,,
8019924,0.0986,0.00049796,-3.9241316,-0.097568,-0.42418109,MYL12A,myosin light chain 12A
8042144,0.0986,0.00049937,3.9230808,-0.100036,0.69403789,REL,"REL proto-oncogene, NF-kB subunit"
7897378,0.0987,0.00050892,3.916056,-0.116533,0.73220013,PER3,period circadian clock 3
8024898,0.0987,0.00051142,-3.9142334,-0.120811,-0.41796864,FEM1A,fem-1 homolog A
8156253,0.0987,0.00051256,3.9134067,-0.122752,0.17221114,SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7,SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
8117628,0.0987,0.00051528,3.911442,-0.127364,0.22564633,,
8030391,0.0987,0.00051731,3.909984,-0.130786,0.43626499,,
8165794,0.099,0.00052232,-3.9064006,-0.139195,-0.39913532,CD99,CD99 molecule
7951838,0.0998,0.00053022,-3.9008293,-0.152267,-0.40450608,ZPR1,ZPR1 zinc finger
8144422,0.1,0.00053669,3.8963221,-0.162838,0.34365814,LOC650293///OR7E125P///OR7E5P///OR7E91P///OR7E2P,seven transmembrane helix receptor///olfactory receptor family 7 subfamily E member 125 pseudogene///olfactory receptor family 7 subfamily E member 5 pseudogene///olfactory receptor family 7 subfamily E member 91 pseudogene///olfactory receptor family 7 subfamily E member 2 pseudogene
8179814,0.1,0.00054138,3.89309,-0.170417,0.27912596,LY6G6C,"lymphocyte antigen 6 complex, locus G6C"
7939640,0.1,0.00054139,3.8930821,-0.170435,0.2169113,,
8133690,0.1004,0.00055368,-3.8847428,-0.189983,-0.43230267,MDH2,malate dehydrogenase 2
8176360,0.1004,0.0005541,-3.8844576,-0.190652,-0.39746001,CD99,CD99 molecule
7994371,0.1004,0.00056111,3.8797828,-0.201605,0.47120446,NPIPB9///NPIPB5///NPIPB6///PDXDC2P///NPIPB3,"nuclear pore complex interacting protein family member B9///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B6///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3"
8006229,0.1004,0.00056287,-3.8786205,-0.204328,-0.26183613,RNF135,ring finger protein 135
8095343,0.1004,0.00056361,3.8781311,-0.205475,0.18190999,STAP1,signal transducing adaptor family member 1
8051236,0.1004,0.00056496,3.8772406,-0.207561,0.13220749,,
8012852,0.1007,0.00057443,3.8710552,-0.222047,0.76441704,,
7938000,0.1007,0.00057744,3.8691131,-0.226594,0.3716947,OR51M1,olfactory receptor family 51 subfamily M member 1
8138128,0.1007,0.00057882,-3.868224,-0.228676,-0.30957541,CCZ1B///CCZ1,"CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated///CCZ1 homolog, vacuolar protein trafficking and biogenesis associated"
8175440,0.1007,0.00058063,3.8670646,-0.23139,0.16143747,,
8124691,0.1011,0.00058676,3.8631509,-0.240551,0.50817449,HCG8,HLA complex group 8
8081631,0.1011,0.0005902,3.8609755,-0.245642,0.17248305,TMPRSS7,"transmembrane protease, serine 7"
8017010,0.1012,0.00059412,3.8585149,-0.251399,0.34925273,HSF5,heat shock transcription factor 5
7970674,0.1019,0.00060488,3.8518276,-0.267042,0.28576367,,
8046822,0.1019,0.00060579,3.8512713,-0.268343,0.39077623,,
7996934,0.1026,0.00061319,-3.8467452,-0.278927,-0.58419099,NIP7,"NIP7, nucleolar pre-rRNA processing protein"
7923810,0.1034,0.00062208,-3.8413811,-0.291466,-0.30924411,,
7960355,0.1037,0.00062725,-3.8382957,-0.298676,-0.32005903,,
8070102,0.1044,0.00063608,-3.8330856,-0.310849,-0.31444471,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
7953761,0.1044,0.00063863,3.8315916,-0.314339,0.11672564,,
7992255,0.105,0.00064716,-3.8266437,-0.325893,-0.24582026,GNPTG,N-acetylglucosamine-1-phosphate transferase gamma subunit
8043718,0.105,0.00064979,-3.8251315,-0.329424,-0.43897402,COX5B,cytochrome c oxidase subunit 5B
8066820,0.1053,0.00065967,3.8195024,-0.342564,0.18240711,,
7914834,0.1053,0.00066374,-3.8172041,-0.347928,-0.30460438,PSMB2,proteasome subunit beta 2
7995843,0.1053,0.00066798,-3.8148305,-0.353466,-0.4379646,NUP93,nucleoporin 93
8029701,0.1053,0.00066943,3.8140232,-0.355349,0.36296293,PPM1N,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)"
8015460,0.1053,0.0006701,-3.8136446,-0.356233,-0.40617515,ACLY,ATP citrate lyase
8114964,0.1053,0.00067965,3.8083645,-0.368549,0.15926421,SPINK1,"serine peptidase inhibitor, Kazal type 1"
7913768,0.1053,0.00068287,3.8065989,-0.372666,0.21708382,IL22RA1,interleukin 22 receptor subunit alpha 1
8009014,0.1053,0.00068356,3.8062206,-0.373548,0.29457745,TLK2,tousled like kinase 2
8160587,0.1053,0.00068542,-3.8052069,-0.375912,-0.38330095,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6
8088126,0.1055,0.00068985,3.8028027,-0.381517,0.47465972,,
8147721,0.1067,0.00070172,3.7964258,-0.39638,0.37825649,LOC401472,myosin IC heavy chain
8064500,0.1073,0.00071487,3.7894882,-0.412543,0.23826977,,
7960898,0.1073,0.00072075,3.7864235,-0.41968,0.39056317,LOC650293,seven transmembrane helix receptor
8055135,0.1073,0.00072663,3.7833875,-0.426749,0.60492819,,
8000537,0.1073,0.00072934,3.7819963,-0.429988,0.4651747,NPIPB9///NPIPB5///NPIPB6///PDXDC2P///NPIPB3,"nuclear pore complex interacting protein family member B9///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B6///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3"
7947421,0.1073,0.00073171,3.7807832,-0.432812,0.48929989,,
8042769,0.1073,0.00073327,3.7799827,-0.434675,0.25626816,C2orf78,chromosome 2 open reading frame 78
7948418,0.1073,0.00073626,3.7784626,-0.438213,0.3252319,OR10V1,olfactory receptor family 10 subfamily V member 1
8160036,0.1073,0.00073813,-3.7775149,-0.440419,-0.35062339,TMEM261///TMEM261,transmembrane protein 261///transmembrane protein 261
8006542,0.1073,0.00074852,-3.7722853,-0.452587,-0.3705349,AP2B1,adaptor related protein complex 2 beta 1 subunit
8149347,0.1073,0.00074991,3.771589,-0.454207,0.1985326,DEFB136,defensin beta 136
8133500,0.1073,0.00075094,3.7710734,-0.455406,0.20175837,,
8061859,0.1073,0.00075186,3.7706167,-0.456468,0.11230374,BPIFA4P,"BPI fold containing family A member 4, pseudogene"
8073334,0.1073,0.00075502,-3.7690468,-0.46012,-0.60374976,RBX1,ring-box 1
8127031,0.1078,0.00076331,-3.7649596,-0.469624,-0.54845617,MCM3,minichromosome maintenance complex component 3
8168602,0.1078,0.00076617,3.7635581,-0.472883,0.29684854,,
8166195,0.1089,0.00078194,3.7559305,-0.490612,0.36421565,ZRSR2,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"
7985257,0.1089,0.00079057,3.7518143,-0.500175,0.21127103,,
7940987,0.1089,0.00079492,3.7497586,-0.50495,0.24831089,,
7945958,0.1089,0.00080022,3.7472708,-0.510728,0.214885,OR52B4,olfactory receptor family 52 subfamily B member 4 (gene/pseudogene)
8008132,0.1089,0.00080049,-3.747143,-0.511024,-0.33916841,ATP5G1,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)"
8000205,0.1089,0.00080747,3.7438865,-0.518586,0.52146671,PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPB9///NPIPA5///NPIPB5///NPIPB6///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///NPIPB3///NPIPA1///NPIPB5///NPIPB4///NPIPB3,"PKD1P6-NPIPP1 readthrough///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member B9///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///nuclear pore complex interacting protein family member B4///polycystin 1, transient receptor potential channel interacting pseudogene 1///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3///nuclear pore complex interacting protein family member A1///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B4///nuclear pore complex interacting protein family member B3"
8076509,0.1089,0.00081236,3.7416248,-0.523836,0.31043631,,
7939237,0.1089,0.00082065,3.7378149,-0.532679,0.73499711,KIAA1549L,KIAA1549 like
7945058,0.1089,0.00082318,-3.736664,-0.535349,-0.34604563,FAM118B,family with sequence similarity 118 member B
8178377,0.1089,0.00083079,-3.7332128,-0.543356,-0.22081359,DHX16,DEAH-box helicase 16
8100714,0.1089,0.00083127,3.7329919,-0.543869,0.36700148,YTHDC1,YTH domain containing 1
7997239,0.1089,0.00083348,3.731996,-0.546179,0.45652722,NPIPB9///NPIPB5///NPIPB6///PDXDC2P///NPIPB3,"nuclear pore complex interacting protein family member B9///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B6///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3"
8000501,0.1089,0.00083411,3.7317134,-0.546834,0.47452724,NPIPB9///NPIPB5///NPIPB6///PDXDC2P///NPIPB3,"nuclear pore complex interacting protein family member B9///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B6///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3"
8055089,0.1089,0.0008346,-3.7314929,-0.547346,-0.35513698,POLR2D,RNA polymerase II subunit D
8149358,0.1089,0.00083993,3.7291035,-0.552888,0.61270019,DEFB109P1B///DEFB109P1,defensin beta 109 pseudogene 1B///defensin beta 109 pseudogene 1
7937973,0.1089,0.00084132,3.7284867,-0.554318,0.1737921,OR51F2,olfactory receptor family 51 subfamily F member 2
8132043,0.1089,0.00084573,3.7265244,-0.558868,0.28589129,,
8045848,0.1089,0.00084802,3.7255059,-0.56123,0.17216484,UPP2,uridine phosphorylase 2
8137040,0.1089,0.0008546,3.7226047,-0.567955,0.23482138,,
7914260,0.1089,0.00085514,3.7223671,-0.568506,0.14046385,MATN1,"matrilin 1, cartilage matrix protein"
8126296,0.1089,0.00085612,3.7219375,-0.569502,0.28868586,TREML3P,"triggering receptor expressed on myeloid cells like 3, pseudogene"
8154973,0.1089,0.00085827,3.7209986,-0.571678,0.3979874,C9orf131,chromosome 9 open reading frame 131
8029829,0.1093,0.000865,3.7180644,-0.578478,0.23451816,LOC400707,uncharacterized LOC400707
8109746,0.1104,0.00088052,3.7113854,-0.593951,0.16593115,,
7986239,0.1104,0.00088176,3.7108578,-0.595173,0.15526618,C15orf32,chromosome 15 open reading frame 32
7947969,0.1109,0.00088932,3.7076502,-0.6026,0.29010774,FNBP4,formin binding protein 4
7931187,0.1115,0.00090251,-3.7021144,-0.615415,-0.49431019,BUB3,"BUB3, mitotic checkpoint protein"
8103188,0.1115,0.00090605,-3.7006432,-0.61882,-0.27687599,GATB,glutamyl-tRNA amidotransferase subunit B
7927814,0.1115,0.00090608,3.7006303,-0.618849,0.355917,SIRT1,sirtuin 1
8094271,0.1124,0.0009197,-3.695022,-0.631825,-0.45588914,MED28,mediator complex subunit 28
7920317,0.1124,0.00092447,-3.6930724,-0.636334,-0.5448422,ILF2,interleukin enhancer binding factor 2
